Customer_ID,First_Name,Last_Name,Email,Phone,Age,Gender,Annual_Income,Address_Line_1,City,State,ZIP_Code,Country,Registration_Date,Account_Status,Subscription_Member,Marketing_Consent,Acquisition_Channel,Satisfaction_Score_1_10,Loyalty_Points_Balance
CUST-001294,Mary,Stewart,marystewart@gmail.com,512-929-5511,39,Male,51238,7043 Washington Blvd,Virginia Beach,VA,23451,USA,2025-06-20,Active,Yes,No,Referral,7,5250
CUST-001295,Ryan,Allen,rallen@outlook.com,723-878-7131,19,Female,23671,9298 Cedar Blvd,Washington,DC,20001,USA,2022-08-23,Active,No,Yes,Organic Search,8,46
CUST-001296,Debra,Wilson,debra.wilson@yahoo.com,871-928-5895,56,Female,63275,3186 Maple Ln,El Paso,TX,79901,USA,2024-11-20,Active,No,Yes,Referral,7,9
CUST-001297,Ruth,Walker,ruth.walker@gmail.com,226-871-9148,29,Female,57247,4943 Cedar Dr,Colorado Springs,CO,80901,USA,2024-03-04,Active,Yes,Yes,Affiliate,7,218
CUST-001298,Stephanie,Roberts,stephanie.roberts@gmail.com,427-902-9759,18,Male,85454,7894 Elm Ln,Long Beach,CA,90801,USA,2022-06-20,Active,No,Yes,Email Campaign,6,43
CUST-001299,Joshua,Perez,joshua861@outlook.com,958-464-3999,62,Male,133001,5599 Oak Ave,Kansas City,MO,64101,USA,2025-06-04,Active,Yes,Yes,Email Campaign,9,2661
CUST-001300,Amanda,Lewis,amanda_lewis@hotmail.com,501-674-2929,47,Female,89590,7809 Main Rd,Las Vegas,NV,89101,USA,2022-01-07,Active,Yes,No,Email Campaign,9,6608
CUST-001301,Justin,Howard,justinh@gmail.com,590-742-5888,30,Male,70395,6868 Main Ave,Phoenix,AZ,85001,USA,2023-10-16,Active,No,No,Organic Search,6,6
CUST-001302,Sarah,Sanchez,ssanchez@gmail.com,384-997-2324,38,Female,128594,8088 Elm Rd,Atlanta,GA,30301,USA,2023-11-15,Active,No,Yes,Referral,6,49
CUST-001303,Daniel,Green,daniel.green@gmail.com,790-982-3595,58,Male,54440,8121 Oak Ave,New York,NY,10001,USA,2023-11-27,Active,No,Yes,Paid Social,7,31
CUST-001304,Brandon,Parker,bparker@gmail.com,746-404-7112,24,Male,30256,330 Elm Ln,Portland,OR,97201,USA,2024-01-13,Active,No,Yes,Direct,8,13
CUST-001305,Matthew,Williams,matthew.williams@outlook.com,519-332-2682,51,Female,36952,6384 Cedar Ave,Miami,FL,33101,USA,2022-04-29,Inactive,Yes,No,Direct,2,15
CUST-001306,William,Garcia,william_garcia@yahoo.com,337-550-9031,61,Female,93787,5985 Pine Ave,Milwaukee,WI,53201,USA,2022-05-11,Active,No,Yes,Organic Search,7,44
CUST-001307,Stephanie,Williams,stephaniewilliams@outlook.com,716-373-3017,61,Male,111161,6106 Main Dr,Arlington,TX,76001,USA,2025-09-14,Active,Yes,No,Direct,6,106
CUST-001308,Samantha,Allen,samanthaa@icloud.com,310-869-1323,49,Female,173690,890 Oak Dr,Raleigh,NC,27601,USA,2026-03-02,Active,No,Yes,Referral,9,9
CUST-001309,Jeffrey,Carter,jeffreyc@gmail.com,845-209-5933,67,Male,64162,6995 Oak Rd,Indianapolis,IN,46201,USA,2023-10-12,Active,Yes,Yes,Organic Search,6,194
CUST-001310,Eric,Wright,ericw@gmail.com,723-936-2928,53,Female,66566,4731 Oak St,Minneapolis,MN,55401,USA,2025-09-02,Active,Yes,Yes,Referral,8,360
CUST-001311,Amy,Sanchez,amysanchez@yahoo.com,502-364-1645,49,Female,135719,9080 Lake Ave,Wichita,KS,67201,USA,2024-12-18,Active,Yes,Yes,Paid Social,8,1845
CUST-001312,Frank,Morris,frankmorris@icloud.com,885-705-3443,22,Male,141922,1575 Oak Rd,New York,NY,10001,USA,2026-05-14,Active,Yes,Yes,Organic Search,7,6924
CUST-001313,Raymond,Gonzalez,raymond_gonzalez@outlook.com,470-675-1820,53,Female,34908,1735 Maple St,Virginia Beach,VA,23451,USA,2025-02-21,Inactive,No,No,Organic Search,4,7
CUST-001314,Donna,Campbell,donna821@gmail.com,209-341-3793,28,Male,172964,5484 Elm Dr,Boston,MA,02101,USA,2024-01-19,Active,Yes,Yes,Affiliate,3,33
CUST-001315,Helen,Wright,helen900@gmail.com,609-667-5453,34,Female,76126,6419 Lake Dr,Philadelphia,PA,19101,USA,2024-05-07,Active,Yes,No,Affiliate,7,13
CUST-001316,Katherine,Perez,katherineperez@gmail.com,306-626-8908,46,Male,88405,9421 Lake Ave,Minneapolis,MN,55401,USA,2022-05-14,Active,No,Yes,Organic Search,5,337
CUST-001317,Brandon,Carter,brandon_carter@company.com,315-621-8220,58,Female,44947,853 Oak Blvd,Raleigh,NC,27601,USA,2026-04-11,Active,No,No,Organic Search,6,121
CUST-001318,Katherine,Green,katherine13@gmail.com,885-546-9504,27,Male,63167,8670 Oak Dr,Oakland,CA,94601,USA,2023-07-01,Active,No,No,Email Campaign,9,113
CUST-001319,Gregory,Sanders,gsanders@gmail.com,827-255-1190,25,Male,110760,2671 Lake Dr,Nashville,TN,37201,USA,2022-09-19,Active,No,Yes,Direct,8,307
CUST-001320,Nancy,Martinez,nmartinez@gmail.com,719-428-7203,47,Female,140728,6707 Pine St,Boston,MA,02101,USA,2025-02-01,Active,No,No,Email Campaign,7,27
CUST-001321,Ryan,Cruz,ryanc@outlook.com,709-963-1291,66,Male,54432,1781 Washington Dr,Baltimore,MD,21201,USA,2025-12-11,Active,Yes,Yes,TV/Print,8,20
CUST-001322,Robert,Bailey,robert.bailey@icloud.com,511-720-4389,47,Male,20743,7574 Elm Blvd,Philadelphia,PA,19101,USA,2021-12-31,Active,No,No,Referral,9,15
CUST-001323,Michael,Lewis,mlewis@hotmail.com,872-572-8414,51,Male,190693,1968 Oak Rd,El Paso,TX,79901,USA,2023-04-19,Active,No,Yes,Referral,9,248
CUST-001324,Mark,Smith,mark_smith@yahoo.com,918-308-1750,69,Female,73292,2789 Lake Ave,Miami,FL,33101,USA,2021-12-14,Inactive,No,Yes,Organic Search,3,6
CUST-001325,Catherine,Myers,cmyers@outlook.com,602-420-8488,25,Female,91500,3222 Elm St,San Antonio,TX,78201,USA,2025-01-05,Active,No,Yes,Affiliate,9,4
CUST-001326,Dennis,Turner,dennis48@gmail.com,668-874-9260,63,Female,122074,2305 Lake St,Oakland,CA,94601,USA,2023-02-20,Active,No,No,Email Campaign,5,47
CUST-001327,Shirley,Patel,shirleyp@yahoo.com,908-792-3845,26,Female,60625,2203 Oak Dr,Louisville,KY,40201,USA,2021-09-26,Active,Yes,No,Email Campaign,8,10
CUST-001328,Gregory,Kim,gregory_kim@outlook.com,909-980-5067,35,Male,66802,4582 Washington Blvd,Fresno,CA,93701,USA,2021-06-30,Active,No,Yes,Referral,8,455
CUST-001329,Donna,Edwards,donnaedwards@aol.com,724-506-9975,46,Male,118126,5243 Pine Ave,Dallas,TX,75201,USA,2024-02-15,Active,No,No,Organic Search,9,104
CUST-001330,Anthony,Richardson,anthony_richardson@hotmail.com,382-715-9888,54,Prefer not to say,50063,5381 Oak Blvd,Oakland,CA,94601,USA,2024-07-02,Active,Yes,No,Referral,6,706
CUST-001331,Brenda,Morris,brendam@protonmail.com,492-632-1209,58,Male,68045,8664 Oak St,Omaha,NE,68101,USA,2022-06-16,Active,Yes,Yes,In-Store,8,20
CUST-001332,Timothy,Jackson,timothy55@hotmail.com,493-899-5105,39,Male,46725,2499 Main Rd,Houston,TX,77001,USA,2025-04-26,Active,Yes,Yes,Email Campaign,9,4713
CUST-001333,Donna,Clark,donnac@gmail.com,957-775-4675,18,Female,55398,9295 Washington Ave,Chicago,IL,60601,USA,2024-06-05,Active,Yes,Yes,Organic Search,10,4754
CUST-001334,Angela,Hughes,angela295@gmail.com,520-765-1881,31,Female,33601,312 Cedar Ave,Omaha,NE,68101,USA,2026-03-05,Active,Yes,Yes,Direct,10,6721
CUST-001335,Helen,Jimenez,hjimenez@gmail.com,956-817-4218,54,Male,58212,3270 Cedar Dr,Charlotte,NC,28201,USA,2022-11-20,Active,Yes,Yes,Paid Social,9,5807
CUST-001336,Daniel,Mendoza,danielmendoza@outlook.com,485-769-5329,36,Female,87611,2231 Maple Ln,Jacksonville,FL,32201,USA,2022-04-26,Active,Yes,Yes,Paid Social,3,49
CUST-001337,Steven,Smith,ssmith@yahoo.com,811-252-5934,40,Male,44363,8137 Elm St,Tulsa,OK,74101,USA,2025-07-27,Active,No,Yes,Paid Social,5,21
CUST-001338,Patrick,Green,patrickgreen@yahoo.com,625-756-9798,49,Female,195769,6709 Oak Blvd,Jacksonville,FL,32201,USA,2023-07-09,Active,No,No,Paid Social,5,30
CUST-001339,Mark,Ramirez,mark_ramirez@yahoo.com,833-743-8780,38,Male,121430,9296 Main St,El Paso,TX,79901,USA,2024-06-01,Active,No,Yes,Email Campaign,9,4021
CUST-001340,Christine,Hall,christinehall@yahoo.com,528-590-2857,36,Female,136147,6422 Cedar Ln,Virginia Beach,VA,23451,USA,2022-12-31,Active,No,Yes,Email Campaign,6,26
CUST-001341,Raymond,Torres,raymondt@hotmail.com,867-397-6248,38,Female,61089,8519 Oak St,Wichita,KS,67201,USA,2024-05-03,Active,Yes,Yes,Email Campaign,8,38
CUST-001342,Nancy,Foster,nancyf@yahoo.com,992-418-7950,24,Female,108709,1802 Pine Ln,New York,NY,10001,USA,2022-12-04,Active,No,Yes,Organic Search,5,345
CUST-001343,Rachel,Patel,rpatel@outlook.com,224-670-6434,33,Male,44251,720 Oak St,Virginia Beach,VA,23451,USA,2021-11-10,Active,Yes,No,Paid Social,5,269
CUST-001344,Michael,Thompson,michael_thompson@icloud.com,617-597-8391,42,Male,95516,6726 Washington Blvd,Kansas City,MO,64101,USA,2026-01-16,Active,No,No,Paid Social,9,175
CUST-001345,John,Roberts,john.roberts@gmail.com,246-917-2189,58,Female,82163,5960 Oak Blvd,Mesa,AZ,85201,USA,2026-05-28,Active,Yes,Yes,Organic Search,5,41
CUST-001346,Debra,Hill,debra.hill@gmail.com,231-685-3561,36,Male,101048,8840 Pine Ave,Denver,CO,80201,USA,2022-02-23,Active,Yes,No,Direct,8,37
CUST-001347,Janet,Gomez,janetg@outlook.com,863-582-1182,33,Male,96281,9168 Maple St,Denver,CO,80201,USA,2022-11-19,Active,No,Yes,Email Campaign,8,9448
CUST-001348,Jennifer,Smith,jennifers@icloud.com,415-966-6633,32,Female,47111,3569 Washington Rd,Portland,OR,97201,USA,2023-06-05,Active,No,Yes,Direct,9,174
CUST-001349,Angela,Jackson,angelajackson@gmail.com,887-780-1891,18,Female,54185,9092 Lake Rd,Charlotte,NC,28201,USA,2022-12-24,Active,No,No,Paid Social,7,68
CUST-001350,Stephen,Martinez,stephen298@hotmail.com,698-538-6851,33,Female,37571,2200 Pine St,Phoenix,AZ,85001,USA,2025-01-12,Active,No,No,Email Campaign,5,63
CUST-001351,Andrew,Richardson,andrewrichardson@yahoo.com,513-910-3496,18,Female,205832,9366 Elm Blvd,Boston,MA,02101,USA,2023-09-18,Active,Yes,Yes,Organic Search,6,102
CUST-001352,Jason,Perez,jason_perez@gmail.com,646-483-6889,34,Female,89116,2300 Elm Dr,San Francisco,CA,94101,USA,2022-01-12,Active,Yes,Yes,Paid Social,6,24
CUST-001353,Cynthia,Edwards,cynthia_edwards@hotmail.com,283-487-3293,62,Male,50565,8924 Pine Blvd,Tucson,AZ,85701,USA,2023-05-07,Active,No,Yes,Referral,5,391
CUST-001354,Carolyn,Watson,carolyn79@outlook.com,614-987-4485,39,Male,109228,700 Cedar Ln,Phoenix,AZ,85001,USA,2026-05-02,Active,Yes,No,Email Campaign,7,9475
CUST-001355,Anna,Stewart,annastewart@hotmail.com,950-497-3193,32,Male,35496,7713 Oak Dr,Detroit,MI,48201,USA,2024-03-28,Active,No,Yes,TV/Print,6,38
CUST-001356,George,Cook,george11@gmail.com,656-363-3935,64,Male,132094,9379 Maple Rd,San Francisco,CA,94101,USA,2021-09-07,Active,No,No,Affiliate,8,7056
CUST-001357,Carolyn,Morris,carolyn_morris@hotmail.com,578-439-1701,28,Non-binary,40595,3487 Elm Dr,Chicago,IL,60601,USA,2025-03-18,Active,Yes,Yes,Referral,8,47
CUST-001358,Jacob,Collins,jacob.collins@outlook.com,848-480-5314,33,Male,63721,9580 Maple Dr,Chicago,IL,60601,USA,2022-10-20,Inactive,Yes,Yes,Affiliate,3,5
CUST-001359,Katherine,Carter,katherinec@icloud.com,428-728-7649,35,Female,36577,5881 Elm Dr,Virginia Beach,VA,23451,USA,2021-10-02,Active,Yes,Yes,Organic Search,5,29
CUST-001360,Kathleen,Cox,kathleenc@outlook.com,858-487-4465,43,Male,15000,2561 Maple Ave,Dallas,TX,75201,USA,2023-12-22,Active,No,Yes,Direct,6,524
CUST-001361,George,Cox,george.cox@hotmail.com,316-693-8844,54,Female,80821,7948 Pine Ln,Omaha,NE,68101,USA,2025-02-23,Active,No,Yes,Organic Search,8,12
CUST-001362,Christopher,Chavez,cchavez@gmail.com,364-337-9399,28,Male,208650,742 Maple St,Los Angeles,CA,90001,USA,2025-01-26,Active,No,No,TV/Print,5,8
CUST-001363,Nancy,King,nancyking@gmail.com,877-490-2404,26,Male,127310,3648 Lake Ln,Sacramento,CA,95801,USA,2024-03-01,Active,Yes,Yes,Paid Social,5,31
CUST-001364,Jacob,Morris,jacobmorris@hotmail.com,838-875-9369,46,Female,51937,4433 Maple Rd,Las Vegas,NV,89101,USA,2023-01-26,Inactive,Yes,Yes,Paid Social,2,23
CUST-001365,Debra,Baker,dbaker@outlook.com,335-311-1271,25,Male,63385,3415 Washington Ave,Colorado Springs,CO,80901,USA,2023-02-16,Active,No,No,Paid Social,5,175
CUST-001366,Nicole,Gonzalez,ngonzalez@hotmail.com,715-970-2925,49,Female,82444,1626 Lake Rd,Raleigh,NC,27601,USA,2023-01-28,Inactive,No,Yes,Affiliate,1,16
CUST-001367,Thomas,Cox,thomas.cox@yahoo.com,244-914-9680,48,Male,99093,7128 Pine Dr,Wichita,KS,67201,USA,2022-08-20,Active,No,Yes,In-Store,6,139
CUST-001368,Jerry,Carter,jerryc@gmail.com,460-688-4809,44,Female,48646,1473 Cedar Ln,Tampa,FL,33601,USA,2022-03-03,Active,Yes,Yes,Email Campaign,9,582
CUST-001369,Anna,Evans,annaevans@gmail.com,732-207-7144,45,Male,34715,3465 Elm Dr,New York,NY,10001,USA,2022-06-18,Active,No,No,In-Store,7,2160
CUST-001370,George,Wilson,gwilson@gmail.com,633-778-6990,41,Male,95835,4614 Washington Ave,Virginia Beach,VA,23451,USA,2023-02-27,Active,Yes,Yes,Referral,9,6070
CUST-001371,Edward,Peterson,edwardp@yahoo.com,459-514-6641,49,Male,32817,6622 Maple Rd,Albuquerque,NM,87101,USA,2025-06-08,Active,No,Yes,Affiliate,9,1550
CUST-001372,Jessica,Myers,jmyers@hotmail.com,610-546-1852,18,Male,60044,2733 Washington Rd,Cleveland,OH,44101,USA,2022-07-08,Active,No,Yes,Organic Search,8,6093
CUST-001373,James,Lopez,jameslopez@gmail.com,427-579-2311,20,Female,15000,718 Washington Dr,Albuquerque,NM,87101,USA,2023-01-27,Active,Yes,Yes,Direct,8,11
CUST-001374,Brandon,Wood,brandon_wood@hotmail.com,855-706-8192,30,Male,19114,275 Pine Rd,Tulsa,OK,74101,USA,2023-02-02,Active,No,Yes,TV/Print,7,3041
CUST-001375,Eric,Torres,eric.torres@outlook.com,829-373-1590,34,Male,74657,5993 Pine Rd,Cleveland,OH,44101,USA,2023-01-29,Active,No,Yes,Referral,9,295
CUST-001376,James,Lee,james_lee@protonmail.com,800-405-9482,66,Male,98661,351 Oak St,Wichita,KS,67201,USA,2024-03-13,Active,Yes,Yes,TV/Print,5,68
CUST-001377,Stephen,Torres,stephent@outlook.com,431-820-4187,38,Female,50102,7550 Washington Ln,Long Beach,CA,90801,USA,2024-06-27,Active,No,No,Direct,9,4788
CUST-001378,James,King,jking@outlook.com,319-725-5222,22,Male,47778,8913 Cedar Rd,Fresno,CA,93701,USA,2025-11-03,Active,No,Yes,Referral,3,34
CUST-001379,Jeffrey,Carter,jcarter@gmail.com,897-671-1448,25,Male,57675,7996 Oak Blvd,Wichita,KS,67201,USA,2025-01-27,Active,No,Yes,Paid Social,7,89
CUST-001380,William,Carter,williamcarter@gmail.com,561-728-9776,44,Male,134711,259 Cedar Ave,Oakland,CA,94601,USA,2022-07-04,Active,No,Yes,In-Store,8,4044
CUST-001381,Andrew,Lopez,andrew409@gmail.com,687-521-6792,45,Female,110816,3680 Cedar Ave,Tampa,FL,33601,USA,2021-11-01,Active,No,No,Email Campaign,7,14
CUST-001382,Janet,Mendoza,janetmendoza@outlook.com,471-411-4755,64,Female,54091,3422 Pine Ln,Tucson,AZ,85701,USA,2022-04-22,Active,Yes,No,Email Campaign,6,18
CUST-001383,Amanda,Martin,amanda.martin@hotmail.com,243-693-7081,18,Female,37409,5267 Lake Ln,San Diego,CA,92101,USA,2025-12-31,Active,No,Yes,Email Campaign,6,112
CUST-001384,Emily,Morales,emilym@gmail.com,255-738-7933,18,Male,115361,7936 Main Ln,Seattle,WA,98101,USA,2024-03-17,Active,Yes,Yes,In-Store,6,19
CUST-001385,Brian,Gomez,brian882@protonmail.com,730-671-6171,63,Male,48276,237 Main Rd,Wichita,KS,67201,USA,2025-06-17,Active,No,No,Paid Social,6,26
CUST-001386,Anthony,Carter,anthony.carter@hotmail.com,761-469-4885,43,Female,59764,4513 Lake Ln,Boston,MA,02101,USA,2024-05-30,Active,No,Yes,TV/Print,9,346
CUST-001387,Carol,Campbell,ccampbell@gmail.com,573-610-5581,23,Male,103097,7484 Maple Ln,Louisville,KY,40201,USA,2025-04-04,Active,No,Yes,Organic Search,8,269
CUST-001388,Thomas,Kelly,thomaskelly@gmail.com,642-590-4212,62,Female,54962,2489 Maple Dr,San Antonio,TX,78201,USA,2022-05-25,Active,Yes,Yes,Organic Search,7,23
CUST-001389,Mary,Thompson,mthompson@gmail.com,456-775-1781,56,Male,197450,6627 Oak Rd,Dallas,TX,75201,USA,2021-09-04,Active,Yes,No,In-Store,5,67
CUST-001390,Christopher,Davis,christopher_davis@gmail.com,466-569-6903,48,Female,58993,9280 Cedar Blvd,Albuquerque,NM,87101,USA,2021-09-25,Inactive,No,Yes,Organic Search,1,5
CUST-001391,John,Evans,john_evans@outlook.com,864-751-3859,36,Female,69639,4763 Elm Blvd,Oakland,CA,94601,USA,2023-01-16,Active,Yes,No,Paid Social,6,137
CUST-001392,Alexander,Rogers,alexander500@gmail.com,674-846-3373,18,Non-binary,179326,2845 Elm Dr,Baltimore,MD,21201,USA,2021-06-14,Active,No,Yes,Referral,5,182
CUST-001393,Benjamin,Ward,bward@gmail.com,524-868-5773,38,Female,116779,4482 Washington Blvd,Phoenix,AZ,85001,USA,2025-12-29,Active,Yes,Yes,Affiliate,6,5
CUST-001394,Jeffrey,Jimenez,jeffrey_jimenez@hotmail.com,371-388-1378,32,Female,47700,2148 Pine Rd,Tampa,FL,33601,USA,2023-02-23,Active,No,Yes,Email Campaign,9,376
CUST-001395,Steven,Myers,steven718@gmail.com,265-684-9985,51,Male,45934,981 Main Dr,Philadelphia,PA,19101,USA,2025-04-04,Inactive,No,Yes,Paid Social,2,19
CUST-001396,Shirley,Ross,shirley.ross@yahoo.com,516-434-5053,24,Female,78092,4755 Lake Rd,Indianapolis,IN,46201,USA,2022-12-22,Inactive,No,Yes,Organic Search,4,56
CUST-001397,Thomas,Taylor,thomastaylor@gmail.com,687-678-9856,25,Female,25563,4563 Lake Ave,Los Angeles,CA,90001,USA,2026-03-30,Active,Yes,Yes,Paid Social,7,280
CUST-001398,Rachel,Cooper,rachelc@outlook.com,854-746-6073,49,Male,36949,5788 Lake Ln,Colorado Springs,CO,80901,USA,2023-11-17,Active,No,No,Paid Social,9,5
CUST-001399,Sandra,Lopez,sandra_lopez@gmail.com,200-735-3233,21,Female,54130,5734 Cedar Dr,Detroit,MI,48201,USA,2024-02-16,Active,No,Yes,Affiliate,7,6
CUST-001400,Jonathan,Johnson,jjohnson@yahoo.com,499-811-4788,48,Male,48169,218 Elm Ave,New Orleans,LA,70101,USA,2023-10-06,Active,No,Yes,Organic Search,9,1592
CUST-001401,Edward,Bailey,ebailey@company.com,469-281-7917,54,Female,219207,4024 Cedar Blvd,San Francisco,CA,94101,USA,2025-07-10,Active,No,Yes,Paid Social,6,63
CUST-001402,Katherine,Myers,katherine_myers@yahoo.com,313-852-8460,51,Female,23626,7518 Cedar Rd,Las Vegas,NV,89101,USA,2025-05-20,Active,Yes,No,Referral,5,34
CUST-001403,Helen,Morales,helen_morales@hotmail.com,390-304-5622,62,Male,87313,4510 Maple Rd,Los Angeles,CA,90001,USA,2025-08-02,Inactive,Yes,No,In-Store,3,26
CUST-001404,Jeffrey,Sanders,jeffreysanders@gmail.com,630-519-9165,51,Male,47356,6184 Lake Rd,Philadelphia,PA,19101,USA,2025-08-05,Active,No,Yes,Organic Search,5,205
CUST-001405,Robert,Nelson,robertnelson@protonmail.com,385-396-5097,54,Male,95868,6351 Main St,Houston,TX,77001,USA,2024-12-11,Active,No,Yes,Referral,6,34
CUST-001406,Jerry,Alvarez,jalvarez@outlook.com,403-671-2539,18,Female,53387,8638 Pine Dr,Wichita,KS,67201,USA,2023-12-15,Active,Yes,Yes,Organic Search,6,459
CUST-001407,Deborah,Mendoza,deborah_mendoza@outlook.com,733-325-5150,30,Male,111966,7984 Cedar Ave,Boston,MA,02101,USA,2025-07-20,Active,Yes,Yes,Affiliate,7,8556
CUST-001408,George,Miller,george885@gmail.com,215-371-5523,30,Male,154781,9679 Oak Dr,Columbus,OH,43201,USA,2025-10-21,Inactive,Yes,Yes,Organic Search,4,49
CUST-001409,Ashley,Johnson,ashley.johnson@gmail.com,580-989-2466,27,Female,230233,4175 Maple Dr,Long Beach,CA,90801,USA,2022-01-17,Active,Yes,Yes,Referral,10,5110
CUST-001410,Barbara,Mendoza,barbara_mendoza@protonmail.com,357-918-9787,64,Female,235787,1859 Maple Dr,New Orleans,LA,70101,USA,2022-12-07,Active,Yes,Yes,Referral,5,494
CUST-001411,Sandra,Green,sandra572@gmail.com,905-586-6868,39,Male,116209,2307 Cedar St,New Orleans,LA,70101,USA,2024-06-28,Inactive,No,Yes,Email Campaign,4,16
CUST-001412,Gary,Price,garyp@outlook.com,756-556-6303,43,Female,80134,7774 Cedar Ln,Denver,CO,80201,USA,2023-05-25,Inactive,No,No,Paid Social,4,22
CUST-001413,Stephen,Lee,stephenl@gmail.com,575-664-1011,29,Female,47699,8389 Washington Rd,San Jose,CA,95101,USA,2023-12-02,Active,No,Yes,Organic Search,7,7
CUST-001414,Lisa,Williams,lisa_williams@outlook.com,874-751-7348,58,Female,34635,3210 Lake Ln,Wichita,KS,67201,USA,2022-12-17,Active,Yes,Yes,Organic Search,6,51
CUST-001415,Karen,Ward,karen_ward@hotmail.com,874-268-1717,45,Male,107784,2226 Maple St,Las Vegas,NV,89101,USA,2022-11-05,Active,No,Yes,Direct,7,246
CUST-001416,Betty,Wilson,bettywilson@gmail.com,873-701-9615,23,Male,46410,9771 Cedar St,San Antonio,TX,78201,USA,2026-04-05,Active,No,No,In-Store,9,313
CUST-001417,George,Lewis,george621@outlook.com,679-854-1994,29,Female,74460,6013 Washington Blvd,Phoenix,AZ,85001,USA,2026-05-14,Active,No,Yes,Paid Social,6,421
CUST-001418,Patrick,Davis,patrickd@gmail.com,279-421-9511,38,Male,50440,1691 Oak Rd,Seattle,WA,98101,USA,2023-06-22,Active,Yes,No,Paid Social,5,12
CUST-001419,Sandra,Morgan,sandramorgan@yahoo.com,771-967-7802,59,Male,89573,1828 Elm Rd,Fort Worth,TX,76101,USA,2023-06-28,Active,Yes,Yes,Referral,6,8
CUST-001420,Ryan,Hughes,rhughes@outlook.com,545-873-3591,30,Female,57557,8847 Lake Blvd,San Antonio,TX,78201,USA,2025-07-03,Active,Yes,Yes,Referral,6,13
CUST-001421,Kenneth,Peterson,kenneth_peterson@outlook.com,823-446-9939,49,Female,90852,3604 Washington Ln,Las Vegas,NV,89101,USA,2022-02-25,Active,No,Yes,Organic Search,8,26
CUST-001422,Janet,Allen,jallen@gmail.com,810-216-9480,35,Female,25774,2313 Cedar St,Baltimore,MD,21201,USA,2024-03-18,Active,No,Yes,Organic Search,7,6555
CUST-001423,Joshua,Lewis,joshua_lewis@protonmail.com,769-784-3534,41,Female,40563,1644 Main Dr,Los Angeles,CA,90001,USA,2022-02-10,Active,No,Yes,Organic Search,7,31
CUST-001424,Amanda,Martin,amanda_martin@gmail.com,294-784-7550,58,Male,286943,9423 Pine Rd,Detroit,MI,48201,USA,2021-06-14,Active,No,No,Organic Search,8,3961
CUST-001425,Elizabeth,Castillo,ecastillo@yahoo.com,238-948-7251,26,Male,120674,1385 Main Blvd,Jacksonville,FL,32201,USA,2023-09-14,Active,No,No,Direct,5,54
CUST-001426,Brian,Parker,brian.parker@outlook.com,996-847-7266,30,Female,165991,986 Cedar Ln,Wichita,KS,67201,USA,2025-03-02,Active,No,Yes,Referral,9,370
CUST-001427,Jennifer,Green,jenniferg@outlook.com,949-602-8300,51,Male,63220,9850 Oak Ave,San Jose,CA,95101,USA,2024-08-09,Active,Yes,No,Referral,4,17
CUST-001428,Sharon,Nguyen,snguyen@gmail.com,963-250-9980,28,Female,194284,6640 Cedar St,San Jose,CA,95101,USA,2025-09-12,Active,No,Yes,TV/Print,7,346
CUST-001429,Stephanie,Cook,stephanie445@gmail.com,699-604-4212,45,Non-binary,40648,9294 Pine Ave,Dallas,TX,75201,USA,2022-03-02,Active,No,Yes,Paid Social,8,4386
CUST-001430,Elizabeth,Wright,ewright@yahoo.com,633-574-6706,48,Prefer not to say,40626,3220 Elm Blvd,Boston,MA,02101,USA,2022-08-07,Active,No,Yes,Paid Social,7,5689
CUST-001431,Scott,Wood,scott_wood@gmail.com,838-349-8216,39,Male,130088,835 Pine Ave,Austin,TX,78701,USA,2024-06-23,Active,No,Yes,Referral,9,19
CUST-001432,Debra,Mitchell,debra160@gmail.com,351-494-1225,47,Male,79113,5724 Oak Blvd,Philadelphia,PA,19101,USA,2025-10-22,Active,No,Yes,Email Campaign,5,38
CUST-001433,Laura,Stewart,laura_stewart@yahoo.com,968-464-9991,30,Male,58867,8013 Maple Rd,Columbus,OH,43201,USA,2022-04-16,Active,Yes,Yes,Organic Search,8,2877
CUST-001434,Rachel,Bennett,rbennett@gmail.com,490-405-5444,72,Female,149392,969 Lake Rd,Long Beach,CA,90801,USA,2022-09-20,Active,No,Yes,Direct,7,6746
CUST-001435,Mary,Rodriguez,mary398@yahoo.com,499-864-7332,43,Female,45477,3887 Washington Ln,Seattle,WA,98101,USA,2022-09-21,Active,No,Yes,Organic Search,7,5
CUST-001436,Patrick,Gonzalez,patrick_gonzalez@gmail.com,668-774-1352,69,Male,31837,751 Pine Ln,Tucson,AZ,85701,USA,2021-07-30,Active,No,No,Email Campaign,7,4066
CUST-001437,Michelle,Nelson,mnelson@hotmail.com,563-840-5953,41,Female,44410,3969 Cedar St,Tampa,FL,33601,USA,2025-07-23,Inactive,No,Yes,TV/Print,3,82
CUST-001438,Benjamin,Allen,ballen@gmail.com,602-872-3248,49,Male,44886,1538 Washington Ln,Los Angeles,CA,90001,USA,2023-04-30,Active,No,Yes,Email Campaign,7,7
CUST-001439,Alexander,Ward,alexander894@icloud.com,636-519-6395,38,Female,249725,7459 Maple Ave,Oakland,CA,94601,USA,2025-03-01,Active,No,Yes,In-Store,10,9020
CUST-001440,Katherine,Moore,katherinem@gmail.com,905-922-9582,33,Male,121366,2315 Washington Ave,Oakland,CA,94601,USA,2021-12-14,Active,No,Yes,Paid Social,8,3554
